Medicine_ID,Counterfeit_Weight,DistArea_ID,Active_Since,Medicine_MRP,Medicine_Type,SidEffect_Level,Availability_rating,Area_Type,Area_City_Type,Area_dist_level,Counterfeit_Sales
FFG32,22.0,Area049,1997,223.7876,Antipyretics,critical,0.0605652079999999,DownTown,Tier 1,Medium,2042.4884
CHF67,,Area019,1983,73.0194,Hreplacements,critical,0.049551446,MidTownResidential,Tier 1,Small,236.8388
YOV13,10.6,Area013,1985,98.8172,Antibiotics,mild,0.055930789,DownTown,Tier 3,High,1540.4752
DBL51,8.28,Area013,1985,92.8934,Cardiac,mild,0.0540715809999999,DownTown,Tier 3,High,1423.2944
OVD33,18.05,Area049,1997,183.3106,Antipyretics,mild,0.07363976,DownTown,Tier 1,Medium,3706.3226
ZLP33,,Area019,1983,204.1162,Tranquilizers,mild,0.066392944,MidTownResidential,Tier 1,Small,497.8324
USQ94,15.65,Area018,2007,120.6228,Tranquilizers,mild,0.030108186,Industrial,Tier 3,Medium,665.6139999999999
WUJ11,,Area027,1983,188.737,Antibiotics,mild,0.069685383,CityLimits,Tier 3,Medium,3288.866
ECE94,13.45,Area018,2007,256.146,OralContraceptives,mild,0.144714183,Industrial,Tier 3,Medium,4547.228
TNK24,9.275,Area013,1985,95.525,Mstablizers,mild,0.0276189729999999,DownTown,Tier 3,High,1194.925
GAC11,8.32,Area049,1997,157.6734,Antibiotics,mild,0.094290366,DownTown,Tier 1,Medium,2637.0478
TXM50,21.65,Area018,2007,127.6466,Hreplacements,mild,0.067277132,Industrial,Tier 3,Medium,937.9262
YUP11,17.5,Area046,1995,166.7972,Analgesics,mild,0.032378432,DownTown,Tier 1,Small,1203.5804
VFV14,11.95,Area049,1997,240.0668,Hreplacements,critical,0.098268317,DownTown,Tier 1,Medium,4029.2356
WCQ91,13.6,Area010,1996,183.4396,Antibiotics,critical,0.19097002,MidTownResidential,Tier 3,Unknown,810.7584
TTJ13,21.5,Area013,1985,107.6752,Hreplacements,critical,0.134153331,DownTown,Tier 3,High,1071.752
AHF89,13.8,Area017,2005,110.4384,Tranquilizers,mild,0.031955479,DownTown,Tier 2,Unknown,2280.8448
EVI82,7.665,Area049,1997,70.4536,OralContraceptives,mild,0.020359711,DownTown,Tier 1,Medium,603.0288
QQR55,8.8,Area010,1996,187.7028,Tranquilizers,mild,0.073649825,MidTownResidential,Tier 3,Unknown,467.2056
HZM67,19.05,Area049,1997,45.1216,Antiviral,mild,0.086524776,DownTown,Tier 1,Medium,320.7296
GKZ14,7.245,Area017,2005,139.2652,Antiseptics,mild,0.013,DownTown,Tier 2,Unknown,1921.3128
CNC77,,Area019,1983,230.0456,Cardiac,mild,0.092931185,MidTownResidential,Tier 1,Small,997.1824
TNE98,16.6,Area018,2007,226.0218,Cardiac,critical,0.09811049,Industrial,Tier 3,Medium,2036.4962
LLH93,15.65,Area049,1997,242.1984,OralContraceptives,critical,0.104054989,DownTown,Tier 1,Medium,4746.968
VSZ13,12.4,Area045,2000,228.6482,Hreplacements,mild,0.148416391,DownTown,Tier 2,Unknown,2960.6266
QEF34,8.77,Area045,2000,222.1218,OralContraceptives,critical,0.013,DownTown,Tier 2,Unknown,6524.654
QEN39,16.15,Area045,2000,151.8812,Mstablizers,mild,0.106652168,DownTown,Tier 2,Unknown,540.4436
YLO35,11.8,Area018,2007,176.7842,Hreplacements,critical,0.024026594,Industrial,Tier 3,Medium,2765.5472
IJC44,11.195,Area045,2000,243.3642,Antiseptics,mild,0.073188932,DownTown,Tier 2,Unknown,6154.4692
BBY13,13.95,Area049,1997,118.7938,Antiseptics,mild,0.0552767459999999,DownTown,Tier 1,Medium,1613.7132
LOS50,18.65,Area010,1996,187.8712,Antiseptics,mild,0.2931649289999999,MidTownResidential,Tier 3,Unknown,640.3136
UMX23,18.9,Area045,2000,121.2202,Antimalarial,critical,0.089276208,DownTown,Tier 2,Unknown,1800.803
EGU28,11.1,Area018,2007,202.5478,MuscleRelaxants,mild,0.103834158,Industrial,Tier 3,Medium,4181.7038
YNH71,17.0,Area018,2007,260.8724,Mstablizers,mild,0.0869667859999999,Industrial,Tier 3,Medium,4139.7584
UET42,12.195,Area017,2005,143.2284,Antibiotics,mild,0.048949725,DownTown,Tier 2,Unknown,3408.71
GYT13,7.935,Area046,1995,185.2396,Antiseptics,mild,0.040069402,DownTown,Tier 1,Small,1857.396
DSK43,12.65,Area045,2000,209.7742,Antibiotics,critical,0.05624563,DownTown,Tier 2,Unknown,2700.9646
DXJ52,,Area027,1983,130.1124,Hreplacements,mild,0.013,CityLimits,Tier 3,Medium,1772.1736
OIK32,12.9,Area010,1996,92.5276,OralContraceptives,critical,0.145111921,MidTownResidential,Tier 3,Unknown,356.6828
IFX14,17.65,Area035,2002,108.841,Antiseptics,mild,0.029989991,DownTown,Tier 2,Small,885.328
VMA61,,Area019,1983,129.2098,Hreplacements,critical,0.140599399,MidTownResidential,Tier 1,Small,233.5098
GLJ63,17.4,Area035,2002,105.741,Antibiotics,critical,0.037944396,DownTown,Tier 2,Small,2333.443
VMP31,,Area027,1983,113.4648,Antacids,critical,0.069192276,CityLimits,Tier 3,Medium,2086.4312
GKI48,9.98,Area013,1985,110.2384,OralContraceptives,mild,0.021828341,DownTown,Tier 3,High,802.7688
ZUU67,9.35,Area046,1995,122.4518,Antipyretics,critical,0.177679597,DownTown,Tier 1,Small,1365.3698
KJO51,8.735,Area045,2000,217.2638,Antifungal,mild,0.136086812,DownTown,Tier 2,Unknown,1148.319
HMI11,8.065,Area049,1997,115.6306,OralContraceptives,critical,0.10039577,DownTown,Tier 1,Medium,949.2448
CQC14,8.19,Area013,1985,205.382,Hreplacements,critical,0.149314863,DownTown,Tier 3,High,2816.148
BWJ76,17.0,Area046,1995,178.579,Cardiac,critical,0.040617046,DownTown,Tier 1,Small,4187.696
XYM10,,Area019,1983,73.5194,Antibiotics,critical,0.291730642,MidTownResidential,Tier 1,Small,360.6776
EKB79,13.1,Area035,2002,189.5344,OralContraceptives,critical,0.013,DownTown,Tier 2,Small,2254.2128
DXX87,17.9,Area018,2007,181.7422,Statins,mild,0.149286138,Industrial,Tier 3,Medium,2354.7486
UHF16,12.6,Area017,2005,208.0426,Antimalarial,mild,0.0203210669999999,DownTown,Tier 2,Unknown,2683.6538
VSR86,7.95,Area035,2002,158.0734,Cardiac,mild,0.066279839,DownTown,Tier 2,Small,2191.6276
QGQ10,17.8,Area010,1996,112.5332,Antibiotics,critical,0.146424184,MidTownResidential,Tier 3,Unknown,215.5332
ARR74,11.495,Area013,1985,160.1076,Hreplacements,mild,0.1203076769999999,DownTown,Tier 3,High,2330.114
YOC67,,Area019,1983,194.6582,Antiviral,critical,0.013,MidTownResidential,Tier 1,Small,298.7582
WAF13,,Area027,1983,274.0884,Cardiac,critical,0.151846289,CityLimits,Tier 3,Medium,1437.942
OGC10,8.9,Area045,2000,182.0448,Antifungal,critical,0.155699588,DownTown,Tier 2,Unknown,4544.5648
HER33,,Area019,1983,121.9544,Antibiotics,critical,0.227423791,MidTownResidential,Tier 1,Small,448.5632
TKZ13,,Area019,1983,120.0228,Antibiotics,mild,0.050824735,MidTownResidential,Tier 1,Small,444.5684
NAQ53,13.45,Area017,2005,161.7708,Antiseptics,mild,0.041760013,DownTown,Tier 2,Unknown,4928.0656
FKP21,8.35,Area046,1995,121.4912,Hreplacements,mild,0.097966021,DownTown,Tier 1,Small,2078.4416
BBY13,13.95,Area018,2007,118.3938,Antiseptics,mild,0.055383069,Industrial,Tier 3,Medium,1720.9070000000002
DKY10,18.3,Area018,2007,238.3352,Hreplacements,critical,0.029030344,Industrial,Tier 3,Medium,2861.4224
IMW22,18.8,Area045,2000,274.691,OralContraceptives,mild,0.039925385,DownTown,Tier 2,Unknown,5372.82
ZUC11,10.15,Area010,1996,114.0964,Antiseptics,mild,0.039814124,MidTownResidential,Tier 3,Unknown,323.3928
MIP41,18.15,Area046,1995,192.7266,Antibiotics,mild,0.057414056,DownTown,Tier 1,Small,2141.6926
NBV27,7.97,Area045,2000,99.2514,Hreplacements,critical,0.13667891,DownTown,Tier 2,Unknown,998.514
VSA14,17.5,Area017,2005,203.4162,Antiseptics,mild,0.063625182,DownTown,Tier 2,Unknown,2614.4106
CKJ42,16.55,Area045,2000,188.466,Hreplacements,critical,0.013,DownTown,Tier 2,Unknown,4966.682
CXN95,9.11,Area010,1996,253.8486,Analgesics,mild,0.1259063369999999,MidTownResidential,Tier 3,Unknown,601.6972
TAA14,16.3,Area018,2007,239.6694,Hreplacements,mild,0.132374946,Industrial,Tier 3,Medium,5137.1268
FDZ11,9.02,Area018,2007,128.0466,Antibiotics,critical,0.013,Industrial,Tier 3,Medium,1409.3126
EQV63,18.3,Area046,1995,132.673,Tranquilizers,mild,0.065209303,DownTown,Tier 1,Small,2699.633
CDD33,10.3,Area018,2007,188.437,Hreplacements,mild,0.078515067,Industrial,Tier 3,Medium,1171.622
MRG12,21.65,Area013,1985,243.0616,Mstablizers,mild,0.073649213,DownTown,Tier 3,High,2925.3392
OHZ77,21.4,Area035,2002,162.0366,OralContraceptives,critical,0.067445198,DownTown,Tier 2,Small,4949.3712
VSR86,7.95,Area045,2000,159.6734,Cardiac,mild,0.066397989,DownTown,Tier 2,Unknown,409.9468
VMA61,11.1,Area017,2005,131.1098,Hreplacements,critical,0.086289899,DownTown,Tier 2,Unknown,1438.6078
HPK57,11.4,Area010,1996,163.6656,Tranquilizers,mild,0.063562853,MidTownResidential,Tier 3,Unknown,576.3968
UYJ15,11.8,Area035,2002,222.2244,Hreplacements,critical,0.1067461359999999,DownTown,Tier 2,Small,4982.6612
DCB19,14.65,Area017,2005,240.2352,Antipyretics,mild,0.116091351,DownTown,Tier 2,Unknown,2632.3872
GPT28,,Area019,1983,53.7086,Antipyretics,critical,0.181901843,MidTownResidential,Tier 1,Small,157.6086
JNT60,,Area027,1983,207.5084,Hreplacements,mild,0.02820491,CityLimits,Tier 3,Medium,4279.5764
GMN17,11.6,Area046,1995,113.6648,Antimalarial,mild,0.159172453,DownTown,Tier 1,Small,3332.8088
UQI78,16.9,Area013,1985,180.9132,Hreplacements,critical,0.013,DownTown,Tier 3,High,6708.4148
MJG11,9.05,Area046,1995,45.5558,OralContraceptives,critical,0.095930699,DownTown,Tier 1,Small,893.9834
IDJ12,10.3,Area035,2002,226.5534,OralContraceptives,mild,0.094996013,DownTown,Tier 2,Small,4414.068
UQI78,,Area027,1983,181.0132,Hreplacements,critical,0.058542628,CityLimits,Tier 3,Medium,5017.2828
VHM53,21.5,Area018,2007,104.4462,Antiseptics,mild,0.087541867,Industrial,Tier 3,Medium,1871.3778
VYG14,19.05,Area049,1997,155.9444,Antibiotics,mild,0.068159054,DownTown,Tier 1,Medium,2580.4548
FPL12,,Area027,1983,269.0278,OralContraceptives,critical,0.061426708,CityLimits,Tier 3,Medium,5579.8838
PAN12,18.9,Area017,2005,170.7552,Hreplacements,mild,0.023096684,DownTown,Tier 2,Unknown,2712.2832
CHF67,21.15,Area018,2007,72.3194,Hreplacements,critical,0.033961192,Industrial,Tier 3,Medium,732.194
JMH12,8.4,Area017,2005,184.108,Antibiotics,mild,0.123633958,DownTown,Tier 2,Unknown,1324.756
UCM12,19.3,Area013,1985,128.6124,OralContraceptives,mild,0.137348482,DownTown,Tier 3,High,1061.0992
PRU14,16.3,Area010,1996,136.6362,Tranquilizers,mild,0.132461188,MidTownResidential,Tier 3,Unknown,616.3448
SFQ49,,Area027,1983,124.486,Antiseptics,mild,0.079828857,CityLimits,Tier 3,Medium,2037.162
FAC22,,Area019,1983,74.45100000000001,Antibiotics,mild,0.168316936,MidTownResidential,Tier 1,Small,429.255
FHS14,10.07,Area045,2000,180.8422,Antibiotics,critical,0.0598663309999999,DownTown,Tier 2,Unknown,1664.9798
MGD92,,Area019,1983,221.6586,Antibiotics,mild,0.080520165,MidTownResidential,Tier 1,Small,535.1172
LFR40,16.3,Area046,1995,150.5838,Tranquilizers,mild,0.057908404,DownTown,Tier 1,Small,1517.838
YQO80,16.15,Area045,2000,168.263,Hreplacements,critical,0.022958941,DownTown,Tier 2,Unknown,2929.3340000000003
QBS73,13.45,Area046,1995,265.204,MuscleRelaxants,mild,0.013,DownTown,Tier 1,Small,4161.064
TWM83,19.55,Area049,1997,132.9046,Hreplacements,mild,0.0883118369999999,DownTown,Tier 1,Medium,3101.1104
RHR86,7.605,Area013,1985,103.5436,Hreplacements,critical,0.13601331,DownTown,Tier 3,High,2192.9592
XNS15,14.15,Area018,2007,244.1642,Antibiotics,mild,0.1216333719999999,Industrial,Tier 3,Medium,2436.6420000000003
LYL11,,Area027,1983,59.3034,Antiseptics,mild,0.047938717,CityLimits,Tier 3,Medium,939.2578
UYH71,,Area027,1983,166.8946,Statins,mild,0.06078563,CityLimits,Tier 3,Medium,3900.0704
HLD43,20.5,Area046,1995,140.131,Antiseptics,mild,0.054227831,DownTown,Tier 1,Small,2060.465
PCC14,,Area027,1983,258.9408,Antimalarial,critical,0.028016891,CityLimits,Tier 3,Medium,6872.2016
GMN17,11.6,Area017,2005,114.0648,Antimalarial,mild,0.159999264,DownTown,Tier 2,Unknown,2917.3496
TIE50,20.05,Area013,1985,224.4218,Antiseptics,mild,0.047278798,DownTown,Tier 3,High,4601.1578
EOX12,16.4,Area018,2007,150.1496,Antiseptics,mild,0.069067524,Industrial,Tier 3,Medium,1383.3464
RRA15,13.1,Area046,1995,160.2366,Antimalarial,critical,0.070421582,DownTown,Tier 1,Small,1775.5026
KPK10,6.955,Area018,2007,177.55,Antibiotics,mild,0.0986223619999999,Industrial,Tier 3,Medium,2443.3
ERL10,9.085,Area017,2005,115.9306,Antipyretics,mild,0.153342195,DownTown,Tier 2,Unknown,740.1836
SPK13,12.8,Area013,1985,143.5942,Tranquilizers,mild,0.033960615,DownTown,Tier 3,High,2762.884
JJF18,5.915,Area035,2002,242.53,Cardiac,critical,0.114812521,DownTown,Tier 2,Small,5239.66
QPF16,12.4,Area035,2002,168.4604,Mstablizers,mild,0.189182345,DownTown,Tier 2,Small,2014.5248
DAD76,15.8,Area018,2007,164.5998,Antipyretics,mild,0.075239081,Industrial,Tier 3,Medium,1804.7978
KSE64,,Area027,1983,182.6422,Mstablizers,critical,0.037776026,CityLimits,Tier 3,Medium,7872.899
USP86,,Area019,1983,93.1592,Analgesics,mild,0.056168763,MidTownResidential,Tier 1,Small,278.1184
ZDE75,22.0,Area049,1997,161.0366,Antiseptics,mild,0.052306822,DownTown,Tier 1,Medium,3438.0052
AHC53,10.275,Area013,1985,113.399,Cardiac,critical,0.022051307,DownTown,Tier 3,High,422.597
CJQ14,14.65,Area045,2000,218.8638,Cardiac,critical,0.0276565639999999,DownTown,Tier 2,Unknown,2390.7018
ERM22,7.22,Area046,1995,58.0692,Analgesics,critical,0.032200003,DownTown,Tier 1,Small,605.692
DUD63,7.43,Area018,2007,64.3298,Antibiotics,mild,0.115607233,Industrial,Tier 3,Medium,921.947
HKA14,14.95,Area045,2000,109.07,Cardiac,critical,0.044508924,DownTown,Tier 2,Unknown,1810.79
KIS14,10.8,Area013,1985,241.6668,OralContraceptives,critical,0.013,DownTown,Tier 3,High,5872.17
KIT10,20.9,Area049,1997,179.5816,Hreplacements,critical,0.1412351309999999,DownTown,Tier 1,Medium,1287.4712
CPZ57,,Area027,1983,58.9376,Antiseptics,mild,0.038842951,CityLimits,Tier 3,Medium,1790.816
TTM88,18.15,Area049,1997,104.012,Cardiac,critical,0.039561057,DownTown,Tier 1,Medium,579.06
UJM11,10.6,Area013,1985,260.9092,Antipyretics,mild,0.029009057,DownTown,Tier 3,High,6587.2392
BDC33,19.15,Area018,2007,104.0436,Antacids,mild,0.160023834,Industrial,Tier 3,Medium,1247.5232
OMK35,11.9,Area018,2007,97.3224,Tranquilizers,mild,0.048336287,Industrial,Tier 3,Medium,1306.1136
ZXO53,13.8,Area035,2002,230.3798,Antimalarial,mild,0.094119484,DownTown,Tier 2,Small,1435.2788
CYW14,7.68,Area049,1997,155.247,Antiseptics,mild,0.028186146,DownTown,Tier 1,Medium,3548.528
KFT87,,Area027,1983,111.5016,Antibiotics,critical,0.134712459,CityLimits,Tier 3,Medium,2744.2416
SVI87,19.55,Area013,1985,173.1894,Antibiotics,mild,0.025264903,DownTown,Tier 3,High,3510.5774
ZEO73,5.91,Area035,2002,185.7396,Statins,mild,0.135629121,DownTown,Tier 2,Small,2729.594
UAS12,17.15,Area010,1996,57.4744,Antimalarial,critical,0.115262138,MidTownResidential,Tier 3,Unknown,203.5488
NTP61,10.61,Area045,2000,71.65100000000001,OralContraceptives,mild,0.051032068,DownTown,Tier 2,Unknown,935.263
JLR10,,Area019,1983,187.237,Antimalarial,critical,0.077625342,MidTownResidential,Tier 1,Small,289.437
RQS74,10.6,Area035,2002,190.8292,OralContraceptives,mild,0.079770664,DownTown,Tier 2,Small,2302.1504
IKW10,14.3,Area018,2007,265.0014,Antiseptics,mild,0.054994899,Industrial,Tier 3,Medium,5213.028
SMM50,11.495,Area013,1985,151.8154,OralContraceptives,mild,0.172803853,DownTown,Tier 3,High,963.8924
GGP12,13.65,Area046,1995,43.4216,Tranquilizers,mild,0.054737627,DownTown,Tier 1,Small,632.3240000000001
RCA58,22.0,Area010,1996,187.9028,Antipyretics,mild,0.084699984,MidTownResidential,Tier 3,Unknown,644.3084
XBP87,11.3,Area035,2002,258.675,Antiseptics,mild,0.034421289,DownTown,Tier 2,Small,7353.575
NFO12,,Area027,1983,257.2118,Mstablizers,mild,0.069161529,CityLimits,Tier 3,Medium,5794.2714
FAB15,11.6,Area010,1996,166.763,Tranquilizers,mild,0.208721125,MidTownResidential,Tier 3,Unknown,425.926
LZI12,11.495,Area049,1997,121.986,Statins,mild,0.125399145,DownTown,Tier 1,Medium,2376.72
IZT30,18.5,Area017,2005,174.7184,Cardiac,critical,0.025080016,DownTown,Tier 2,Unknown,2754.8944
JLR10,7.99,Area017,2005,187.237,Antimalarial,critical,0.013,DownTown,Tier 2,Unknown,4347.488
SWG81,19.3,Area017,2005,91.3618,Mstablizers,mild,0.0215891329999999,DownTown,Tier 2,Unknown,1563.1124
WVX10,13.6,Area018,2007,199.953,Antiseptics,mild,0.06571592,Industrial,Tier 3,Medium,682.2589999999999
FIH39,9.14,Area017,2005,61.135,Cardiac,critical,0.167363209,DownTown,Tier 2,Unknown,712.22
NSZ37,21.4,Area013,1985,236.2036,Antibiotics,critical,0.035406575,DownTown,Tier 3,High,3756.2576
MKR14,19.15,Area045,2000,221.956,Hreplacements,mild,0.024258035,DownTown,Tier 2,Unknown,2669.672
YAO11,16.4,Area017,2005,101.883,Mstablizers,mild,0.089505799,DownTown,Tier 2,Unknown,652.298
FRI14,8.615,Area049,1997,163.734,Hreplacements,mild,0.02832563,DownTown,Tier 1,Medium,572.4019999999999
HWM68,18.05,Area013,1985,99.4856,Antacids,mild,0.141778474,DownTown,Tier 3,High,1694.9408
SWG81,19.3,Area013,1985,88.8618,Mstablizers,mild,0.021533716,DownTown,Tier 3,High,515.809
CQZ29,,Area019,1983,87.167,OralContraceptives,mild,0.2177,MidTownResidential,Tier 1,Small,342.701
FUU40,7.56,Area049,1997,120.5228,Antiseptics,mild,0.044470832,DownTown,Tier 1,Medium,1660.3192
RWJ12,9.6,Area045,2000,108.3384,Mstablizers,critical,0.043212499,DownTown,Tier 2,Unknown,2970.6136
JXN83,11.1,Area035,2002,227.885,Hreplacements,mild,0.039081567,DownTown,Tier 2,Small,4440.7
WVF37,10.15,Area045,2000,133.6388,Analgesics,critical,0.125893431,DownTown,Tier 2,Unknown,3085.1312
DVZ11,10.3,Area049,1997,180.3474,Antiseptics,mild,0.032536981,DownTown,Tier 1,Medium,4324.185
AJO33,17.8,Area045,2000,190.3318,Antiseptics,mild,0.049715907,DownTown,Tier 2,Unknown,4082.4996
NMP43,12.195,Area013,1985,274.8568,Antipyretics,mild,0.149696892,DownTown,Tier 3,High,5649.7928
VBF19,14.15,Area010,1996,50.0164,OralContraceptives,mild,0.178694219,MidTownResidential,Tier 3,Unknown,344.6984
OGC10,8.9,Area046,1995,182.2448,Antifungal,critical,0.155410775,DownTown,Tier 1,Small,3862.7856
GAC11,,Area027,1983,156.7734,Antibiotics,mild,0.0937711369999999,CityLimits,Tier 3,Medium,4270.2552
AJA15,9.68,Area045,2000,118.457,Mstablizers,critical,0.059982429,DownTown,Tier 2,Unknown,662.285
NJQ14,16.15,Area013,1985,169.8578,Antibiotics,critical,0.048227697,DownTown,Tier 3,High,2198.9514
DOF10,13.15,Area017,2005,61.7666,Mstablizers,critical,0.069033565,DownTown,Tier 2,Unknown,1087.0654
NYL12,9.81,Area017,2005,152.247,Antiseptics,mild,0.065239735,DownTown,Tier 2,Unknown,2117.058
RRH53,12.9,Area049,1997,249.7222,Antipyretics,critical,0.157241314,DownTown,Tier 1,Medium,3459.3108
KPW95,9.02,Area035,2002,130.04399999999998,Antibiotics,mild,0.134497742,DownTown,Tier 2,Small,3468.632
HNB36,21.5,Area018,2007,138.6678,Antibiotics,critical,0.073045008,Industrial,Tier 3,Medium,1511.8458
CCH19,15.95,Area046,1995,172.2552,Antiseptics,mild,0.096359391,DownTown,Tier 1,Small,4824.2008
JQW88,18.65,Area013,1985,112.2016,Mstablizers,mild,0.013,DownTown,Tier 3,High,1934.6288
VQT88,19.65,Area035,2002,104.3462,Antibiotics,mild,0.112090261,DownTown,Tier 2,Small,668.2772
CBB32,19.0,Area010,1996,194.4292,Antipyretics,mild,0.1599734619999999,MidTownResidential,Tier 3,Unknown,660.2876
YAA14,8.61,Area035,2002,118.457,Hreplacements,mild,0.039783871,DownTown,Tier 2,Small,1211.57
ORN12,10.6,Area049,1997,166.9314,Antimalarial,critical,0.046489979,DownTown,Tier 1,Medium,1354.0512
KIT10,20.9,Area045,2000,177.5816,Hreplacements,critical,0.14129573,DownTown,Tier 2,Unknown,2126.3792
PNU88,12.195,Area013,1985,266.8672,Tranquilizers,mild,0.033934413,DownTown,Tier 3,High,4203.6752
IIG27,,Area027,1983,70.52199999999999,Cardiac,critical,0.042943463,CityLimits,Tier 3,Medium,1790.816
GMM11,12.3,Area013,1985,252.2512,Antibiotics,critical,0.070011062,DownTown,Tier 3,High,3021.2144
DPL20,7.62,Area018,2007,50.2822,Antimalarial,mild,0.025769753,Industrial,Tier 3,Medium,191.5644
MBM13,16.15,Area049,1997,133.3072,Mstablizers,critical,0.066921264,DownTown,Tier 1,Medium,2073.1152
PZT93,16.3,Area049,1997,55.506,Statins,mild,0.077241345,DownTown,Tier 1,Medium,905.302
JGK92,8.165,Area018,2007,254.4486,OralContraceptives,critical,0.04898621,Industrial,Tier 3,Medium,2800.8346
SFZ66,,Area027,1983,259.1092,Hreplacements,mild,0.013,CityLimits,Tier 3,Medium,6587.2392
PYJ13,10.695,Area046,1995,117.528,Hreplacements,mild,0.112120588,DownTown,Tier 1,Small,2137.032
HMA57,16.4,Area013,1985,205.511,Hreplacements,mild,0.013,DownTown,Tier 3,High,3255.576
ORX66,14.95,Area010,1996,198.324,Antipyretics,critical,0.14487274,MidTownResidential,Tier 3,Unknown,858.696
OGZ71,9.155,Area046,1995,199.8188,Cardiac,mild,0.024261165,DownTown,Tier 1,Small,2017.188
VQW12,,Area027,1983,98.554,Antipyretics,critical,0.0334702,CityLimits,Tier 3,Medium,2623.066
PHE51,16.1,Area018,2007,204.0794,Tranquilizers,mild,0.032559746,Industrial,Tier 3,Medium,3039.191
OHX11,11.495,Area013,1985,152.0838,OralContraceptives,critical,0.159540889,DownTown,Tier 3,High,1798.8056
QQK28,14.65,Area017,2005,160.5392,OralContraceptives,mild,0.153241213,DownTown,Tier 2,Unknown,2797.5056
DSK43,12.65,Area013,1985,208.2742,Antibiotics,critical,0.056122189,DownTown,Tier 3,High,1108.371
LZN14,8.235,Area049,1997,113.4332,Hreplacements,critical,0.054346469,DownTown,Tier 1,Medium,933.2656
YRD11,13.95,Area018,2007,169.9578,Analgesics,mild,0.076146492,Industrial,Tier 3,Medium,1075.7468
VMP31,22.15,Area018,2007,114.3648,Antacids,critical,0.069695731,Industrial,Tier 3,Medium,1982.5664
CAN15,18.55,Area049,1997,50.348,Stimulants,critical,0.138419157,DownTown,Tier 1,Medium,512.48
VRP64,13.95,Area049,1997,249.2538,Antibiotics,critical,0.169286566,DownTown,Tier 1,Medium,4199.0146
RYG11,9.9,Area018,2007,200.053,Cardiac,critical,0.053369315,Industrial,Tier 3,Medium,2959.295
WWF98,19.15,Area018,2007,131.2072,Hreplacements,mild,0.065389407,Industrial,Tier 3,Medium,2930.6656
QIN25,22.05,Area018,2007,163.9024,Analgesics,mild,0.034336565,Industrial,Tier 3,Medium,1479.2216
CYS10,13.8,Area035,2002,209.4742,Antacids,mild,0.033693809,DownTown,Tier 2,Small,4492.6324
PNT79,,Area027,1983,54.4428,Hreplacements,mild,0.013,CityLimits,Tier 3,Medium,1475.2268
BRW14,6.205,Area035,2002,206.0768,Cardiac,mild,0.130308165,DownTown,Tier 2,Small,3069.152
MJX11,9.155,Area018,2007,46.5848,Mstablizers,critical,0.175205516,Industrial,Tier 3,Medium,1268.8288
MJG11,9.05,Area018,2007,43.2558,OralContraceptives,critical,0.096268523,Industrial,Tier 3,Medium,214.8674
EPQ18,,Area027,1983,73.2194,Antipyretics,critical,0.1116636519999999,CityLimits,Tier 3,Medium,2218.2596
DZM40,13.95,Area018,2007,202.4846,OralContraceptives,critical,0.0893543619999999,Industrial,Tier 3,Medium,1259.5076
BDC33,19.15,Area017,2005,104.0436,Antacids,mild,0.160255604,DownTown,Tier 2,Unknown,1814.7848
DWE31,15.8,Area010,1996,270.7594,Antacids,critical,0.1198944919999999,MidTownResidential,Tier 3,Unknown,1159.6376
MEF73,12.95,Area046,1995,63.2298,Antipyretics,mild,0.187049032,DownTown,Tier 1,Small,760.1576
ZGW12,9.02,Area035,2002,90.0986,Antibiotics,mild,0.064970838,DownTown,Tier 2,Small,2449.958
HPW53,11.4,Area049,1997,233.3088,Antibiotics,critical,0.066667516,DownTown,Tier 1,Medium,784.1264
JTU15,8.57,Area018,2007,122.1518,Analgesics,mild,0.08436748,Industrial,Tier 3,Medium,2390.036
EZE26,19.0,Area035,2002,177.3474,Antiseptics,mild,0.025540003,DownTown,Tier 2,Small,6008.659000000001
NAQ53,13.45,Area046,1995,160.7708,Antiseptics,mild,0.04159825,DownTown,Tier 1,Small,2370.062
IHP10,7.995,Area013,1985,202.182,Antifungal,mild,0.013,DownTown,Tier 3,High,3974.64
SZG51,15.6,Area018,2007,108.4726,Mstablizers,critical,0.047551415,Industrial,Tier 3,Medium,798.1082
KYZ66,7.43,Area013,1985,70.4536,Antipyretics,mild,0.013,DownTown,Tier 3,High,1215.5648
WUC76,9.485,Area035,2002,126.1808,Antibiotics,mild,0.051721734,DownTown,Tier 2,Small,1636.3504
PXM14,12.9,Area017,2005,109.6042,Tranquilizers,mild,0.050793818,DownTown,Tier 2,Unknown,2394.6966
XPL78,9.06,Area046,1995,112.17,Hreplacements,mild,0.072352241,DownTown,Tier 1,Small,1810.79
JFX10,18.4,Area013,1985,151.4838,Cardiac,critical,0.0597696,DownTown,Tier 3,High,2360.7408
XGE53,10.585,Area013,1985,168.9578,Hreplacements,critical,0.033989132,DownTown,Tier 3,High,2519.867
XUF12,10.06,Area017,2005,136.5336,Tranquilizers,mild,0.063335829,DownTown,Tier 2,Unknown,1519.1696
PYC12,8.08,Area017,2005,102.512,Mstablizers,critical,0.153955857,DownTown,Tier 2,Unknown,4214.328
HMA57,,Area027,1983,205.411,Hreplacements,mild,0.185641213,CityLimits,Tier 3,Medium,5416.097
NXQ22,,Area027,1983,121.4886,Antibiotics,mild,0.140792701,CityLimits,Tier 3,Medium,4560.544
